Language,Text,Label,Translation
Hindi,"God,my humble question to u almighty... Y u send them to earth to suffer?",0,"हे भगवान, मेरा समस्याओं से संबंधित एक विनम्र प्रश्न... क्यों आप उन्हें धरती पर दुखी होने के लिए भेजते हो?"
Hindi,God bless you dears,0,भगवान आप सभी को आशीष दें।
Hindi,Girl:(anxiety attack)  Dog: you good bro?,0,लड़की: (चिंता अटैक) कुत्ता: ठीक हो ब्रो?
Hindi,"Gay. Straight. Homo. Lesbian. How about 'People"". Hmmm. Love you ALL!",0,गे। स्ट्रेट। होमो। लेस्बियन। 'लोग' कैसे हैं? हम सबसे प्यार करते हैं!
Hindi,Gas should be your preferred drink,0,गैस आपकी पसंदीदा ड्रिंक होनी चाहिए
Hindi,Fucking good punch dude,0,फ़ॉकिंग अच्छा पंच दोस्त
Hindi,My parents are homophobes.,0,मेरे माता-पिता होमोफोबिया के पक्षधर हैं।
Hindi,"My God, the cancer is spreading",0,"मेरे प्रभु, कैंसर फैल रहा है।"
Hindi,"Let kids be kids for fucks sake ,",0,"भगवान के लिए, बच्चों को बच्चे होने दें।"
Hindi,It's that nerdy guy from the polar express.,0,यह पोलर एक्सप्रेस का वह नर्डी आदमी है।
Hindi,"It's simple. Ask a person if they're Asian. If the first words out of their mouths are anything other than yes, they are not Asian",0,"यह आसान है। किसी व्यक्ति से पूछें कि क्या वह एशियाई है। अगर उनके मुंह से निकला पहला शब्द हां के अलावा कुछ और है, तो वे एशियाई नहीं हैं"
Hindi,It's killing me seeing gays treated like that,0,ऐसा देखकर मुझे बेहद दुख हो रहा है कि गे लोगों के साथ ऐसा व्यवहार किया जा रहा है।
Hindi,Islam and Christianity have mixed for centuries so the idea that we cannot coexist is an ignorant idea.,0,"इस्लाम और ईसाई धर्म दह-शताब्दियों से मिले हुए हैं, इसलिए हमारी सहजभावना है कि हम सहयोगपूर्ण रूप से संगठित हो सकते हैं, वह अज्ञानी विचार की बात है जो कहती है कि हम सहज रूप से एकसाथ रह नहीं सकते।"
Hindi,In the US that same game was called ten little Indians. I know.. It’s boring,0,अमेरिका में उसी खेल को 'दस छोटे भारतीय' कहा जाता था। मैं जानता हूँ... यह उबाऊ है।
Hindi,IM GAY AND FUCKING PROUD FUCK BITCHES LIKE THESE PEOPLE,0,मैं समलैंगिक हूँ और इन लोगों की तरह कुतिया को गर्व से चोदता हूँ
Hindi,"Im bisexual but im not looking to hook up with whatever. And i havent come out yet. Im scared, really scared.",0,मैं एक के बाद एक कुछ वाक्य देने जा रहा हूँ। कृपया उन्हें एक के बाद एक हिंदी में अनुवाद करें जैसा कि मैं उन्हें देता हूं।
Hindi,If your face was used on the inside of a jack-in-the-box there would be an epidemic of children dying from shock and disgust.,0,यदि आपका चेहरा जैक-इन-द-बॉक्स के अंदर इस्तेमाल किया गया था तो सदमे और घृणा से मरने वाले बच्चों की महामारी होगी।
Hindi,"If you had a Winnie, even tinnie, and flat chest I would hire you miss. Now no way.",0,"यदि आपके पास एक विनी, यहां तक ​​कि टिन्नी और चपटी छाती होती तो मैं आपको मिस कर देता। अब कोई रास्ता नहीं।"
Hindi,If it takes you a year of interviewing to come to these very basic conclusions how brain washed do you have to be. Damn.,0,यदि आपको इन बुनियादी निष्कर्षों पर पहुंचने के लिए साक्षात्कार का एक वर्ष लगता है तो आपको ब्रेन वॉश कैसे होना चाहिए। लानत है।
Hindi,"I'm beginning to doubt your accuracy, I mean violent Canadians? That's just absurd.",0,"मुझे आपकी सटीकता पर संदेह होने लगा है, मेरा मतलब है हिंसक कनाडाई? यह बिल्कुल बेतुका है।"
Hindi,"I'm an Asian immigrant who came to the states when I was 16. Growing up and living in midwest, I did experience lots of racism last 20 yrs. It didnt matter to them how hard I worked to become a doctor, what kind of person I was, how much I contributed to the society... racism that I experienced was purely based on my skin color and accent. And I hate to say it but probably 80-90% of my unpleasant experience was by other minorities such as blacks, Hispanics and even other asians. Yes, some Asians actually treat white customers with more respect than other asian customers",0,"मैं एक एशियाई आप्रवासी हूं जो 16 साल की उम्र में राज्यों में आया था। बड़े होकर और मिडवेस्ट में रहते हुए, मैंने पिछले 20 वर्षों में बहुत सारे नस्लवाद का अनुभव किया। उन्हें इस बात से कोई फर्क नहीं पड़ता था कि मैंने डॉक्टर बनने के लिए कितनी मेहनत की, मैं किस तरह का व्यक्ति था, मैंने समाज को कितना योगदान दिया... नस्लवाद जो मैंने अनुभव किया, वह विशुद्ध रूप से मेरी त्वचा के रंग और उच्चारण पर आधारित था। और मुझे यह कहने से नफरत है लेकिन शायद मेरा 80-90% अप्रिय अनुभव अन्य अल्पसंख्यकों जैसे अश्वेतों, हिस्पैनिक्स और यहां तक ​​कि अन्य एशियाई लोगों द्वारा भी था। हां, कुछ एशियाई वास्तव में अन्य एशियाई ग्राहकों की तुलना में गोरे ग्राहकों के साथ अधिक सम्मान करते हैं"
Hindi,I would prefer a phallic world,0,मैं एक फालिक दुनिया पसंद करूंगा
Hindi,I would fucking kill Jared leto,0,मैं जेरेड लेटो को मार डालूंगा
Hindi,"i think mental illness was romanticized for a long time already. Take an example from emos, tumblr and more. I think people are really influenced by famous people. It looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional.",0,"मुझे लगता है कि मानसिक बीमारी को लंबे समय से रोमांटिक बना दिया गया था। इमोस, टंबलर और अन्य से उदाहरण लें। मुझे लगता है कि लोग वास्तव में प्रसिद्ध लोगों से प्रभावित होते हैं। यह सुंदर दिखता है क्योंकि मशहूर हस्तियों को लगता है कि जीवन एक फिल्म जैसा है और लोग विशेष बनना चाहते हैं और अंत में भ्रमित हो जाते हैं।"
Hindi,I see the depression caused her to gain more weight.,0,मैं देखता हूं कि अवसाद के कारण उसका वजन और बढ़ गया।
Hindi,I read the title and immediately was ready to kill,0,मैंने शीर्षक पढ़ा और तुरंत मारने के लिए तैयार था
Hindi,I like this lady. Seems like a role model for both men and women on how to have an open mind,0,मुझे यह महिला पसंद है। खुले दिमाग के बारे में पुरुषों और महिलाओं दोनों के लिए एक रोल मॉडल की तरह लगता है
Hindi,I hate white flour and white sugar. Are two of the three white deaths!!,0,मुझे सफेद आटा और सफेद चीनी से नफरत है। क्या तीन में से दो सफेद मौतें हैं !!
Hindi,I get out the closet this weekend to some friends...,0,मैं इस सप्ताह के अंत में कुछ दोस्तों के लिए कोठरी से बाहर निकलता हूँ...
Hindi,"I can totally relate to this and it actually hurts, I'm also biracial white and afro-american",0,"मैं इससे पूरी तरह से संबंधित हो सकता हूं और यह वास्तव में दर्द होता है, मैं भी द्विजातीय श्वेत और अफ्रीकी-अमेरिकी हूं"
Hindi,Huh kids like this with crazy eyes and weird moves lurking around are scary. Please mama of this creeper cuff him and sent him to an asylum ,0,हुह इस तरह के बच्चे पागल आँखों और चारों ओर दुबकी हुई अजीब हरकतों से डरावने होते हैं। कृपया इस लता की माँ इसे पकड़ें और इसे पागलखाने भेज दें
Hindi,Hit did not hit her she hit first and this is defense,0,हिट ने उसे हिट नहीं किया उसने पहले हिट किया और यह बचाव है
Hindi,Head looks like a big ass jelly bean,0,सिर एक बड़े गधे जेली बीन की तरह लग रहा है
Hindi,HE SHOT THE KID!?!? HE SHOT THE EFFIN KID!!!! BOI YOU BETTER SLEEP WITH ONE EYE OPEN BECAUSE IMMA WHOOP YOUR STUPID LITTLE BUTT TILL YOU WISH YOU WERE NEVER BORN YA HERE ME!!!! WITHERED SHALL BE AVENGED!!!!,0,उसने बच्चे को गोली मार दी!?!? उसने छोटे बच्चे को गोली मार दी!!!! बोई आप एक आंख खोलकर बेहतर तरीके से सोते हैं क्योंकि इम्मा व्हूप योर स्टुपिड लिटिल बट जब तक आप चाहते हैं कि आप कभी भी मेरे यहां पैदा न हों !!!! मुरझाए हुए का बदला लिया जाएगा!!!!
Hindi,he may be in a wheelchair but he's not at all bad looking! forget the trolls dude,0,"वह व्हीलचेयर में हो सकता है लेकिन वह दिखने में बिल्कुल भी बुरा नहीं है! ट्रोल्स को भूल जाओ यारउनके पास एक वैध बिंदु था। यदि आपका मोटापा सार्वजनिक रूप से बाहर नहीं जाता है, तो विशेष रूप से आप जो कुछ भी खा सकते हैं। जब तक आप लुक देखना या टिप्पणी सुनना नहीं चाहते। या बस वह वजन कम करें। यदि आप एक मोटा गधा नहीं बनना चाहते हैं और आप जो दिखते हैं उसे पसंद नहीं करते हैं तो इसे बदल दें।"
Hindi,He had a valid point. If your obese don't go out in public especially a all you can eat. Unless you want to see looks or hear remarks. Or just lose that weight. If you don't want to be a fat ass and you don't like what you look like change it.,0,"उनके पास एक वैध बिंदु था। यदि आपका मोटापा सार्वजनिक रूप से बाहर नहीं जाता है, तो विशेष रूप से आप जो कुछ भी खा सकते हैं। जब तक आप लुक देखना या टिप्पणी सुनना नहीं चाहते। या बस वह वजन कम करें। यदि आप एक मोटा गधा नहीं बनना चाहते हैं और आप जो दिखते हैं उसे पसंद नहीं करते हैं तो इसे बदल दें।"
Hindi,"Handsome woman, eww..",0,"सुंदर महिला, ओह.."
Hindi,guy is low IQ af,0,लड़का कम बुद्धि वाला है
Hindi,GUN SHOT INA YU HEAD! NO MERCY!,0,गन शॉट आईएनए यू हेड! कोई दया नहीं!
Hindi,Glenn is the type of Korean dude I’m fucking into. I love his weird eyes,0,ग्लेन कोरियाई दोस्त का प्रकार है जिससे मैं चोद रहा हूँ। मुझे उसकी अजीब आँखें पसंद हैं
Hindi,"Get proper translators idiot, he didn’t say that",0,"उचित अनुवादक प्राप्त करें बेवकूफ, उन्होंने ऐसा नहीं कहा"
Hindi,"Germans need to quit blaming themselves for the atrocities committed by the Nazi's. The same thing (shame) is happening here in the U.S. because of the past because of slavery and ""stealing"" the land from the Indians. People are getting sick of hearing that shit and the left is constantly saying how bad ""white"" Americans are.",0,"नाजियों द्वारा किए गए अत्याचारों के लिए जर्मनों को खुद को दोष देना बंद करना होगा। वही बात (शर्म) यहाँ अमेरिका में हो रही है क्योंकि अतीत में गुलामी और भारतीयों से जमीन ""चोरी"" की वजह से। लोग यह सुनकर बीमार हो रहे हैं कि बकवास और वामपंथी लगातार कह रहे हैं कि ""गोरे"" अमेरिकी कितने बुरे हैं।"
Hindi,Fuck off corbyn... Die or retire..,0,कॉर्बिन भाड़ में जाओ... मरो या रिटायर हो जाओ..
Hindi,For the song thing I’m white but I’ll say the nigga word when I’m singing songs but if I’m with a black person and it’s making them uncomfortable or they ask me to stop I would out of respect.,0,गाने की बात के लिए मैं सफेद हूं लेकिन जब मैं गाने गा रहा हूं तो मैं निगा शब्द कहूंगा लेकिन अगर मैं एक काले व्यक्ति के साथ हूं और यह उन्हें असहज कर रहा है या वे मुझे रोकने के लिए कहते हैं तो मैं सम्मान से बाहर हो जाऊंगा।
Hindi,feminism and Islam are of the same spirit,0,नारीवाद और इस्लाम एक ही आत्मा के हैं
Hindi,Every time that blonde lady talks I loose twenty brain cells,0,हर बार जब वह गोरी महिला बात करती है तो मेरे मस्तिष्क की बीस कोशिकाएँ खो जाती हैं
Hindi,Even after just getting out of surgery you look like a bomb ass BITCHHH!! Love you and hope you'¬Ä¬ôre recovering fast!,0,सर्जरी से बाहर आने के बाद भी आप एक बम गधे की तरह दिखती हैं कुतिया !! आपसे प्यार करता हूं और आशा करता हूं कि आप तेजी से ठीक हो रहे हैं!
Hindi,does your little sister know you are wearing her clothes bitch tits?,0,क्या आपकी छोटी बहन को पता है कि आप उसके कपड़े कुतिया के स्तन पहने हुए हैं?
Hindi,Do people even care about the color of the persons skin or sexuality in a movie?Its just a bloody movie.,0,क्या लोग किसी फिल्म में व्यक्ति की त्वचा के रंग या कामुकता की भी परवाह करते हैं? यह सिर्फ एक खूनी फिल्म है।
Hindi,Do not kill people.,0,लोगों को मत मारो।
Hindi,Didn’t know shitted coloured like you could talk,0,मुझे नहीं पता था कि आप किस तरह से बात कर सकते हैं
Hindi,Did you use the ‚ÄúTan‚Äù or ‚ÄúDark‚Äù filter?,0,क्या आपने ‚ÄúTan‚Äù या ‚ÄúDark‚Äù फ़िल्टर का उपयोग किया?
Hindi,Dessert human garbage coming to eurabia,0,यूरेबिया में आ रहा है मिष्ठान्न मानव कचरा
Hindi,Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot,0,बकवास मुफ्तखोरों के बेवकूफ बेकार बेकार टुकड़ों को गोली मारने के बाद निर्वासित करें
Hindi,Christianity and mostly every religion was told to accept one another and give them respect doesn't mean u have to change ur religion and ur opinion just give ur respect and they are equal to u and they are human,0,"ईसाई धर्म और अधिकतर सभी धर्मों को एक दूसरे को स्वीकार करने और उन्हें सम्मान देने के लिए कहा गया था, इसका मतलब यह नहीं है कि आपको अपना धर्म और अपनी राय बदलनी है, बस अपना सम्मान दें और वे आपके बराबर हैं और वे मानव हैं"
Hindi,Call that the Caitlyn Jenner syndrome.,0,कॉल करें कि कैटिलिन जेनर सिंड्रोम।
Hindi,Black women are strong as hell,0,अश्वेत महिलाएं नरक के समान मजबूत होती हैं
Hindi,Beautiful pink dress. Your skin is so beautiful. Your face is so pretty. Your eyes are so sexy. Your lips are so sexy. Your lipstick is perfect.,0,सुंदर गुलाबी पोशाक। आपकी त्वचा बहुत खूबसूरत है। तुम्हारा चेहरा बहुत सुंदर है। तुम्हारी आंखें बहुत सेक्सी हैं। तुम्हारे होंठ बहुत सेक्सी हैं। आपकी लिपस्टिक एकदम सही है।
Hindi,b bl bla blac black or w wh whi white,0,b bl bla blac काला या w wh सफेद
Hindi,"as someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it. making jokes is a different story for me though, I make jokes to help me cope but there's a line between joking and being disrespectful.",0,"किसी ऐसे व्यक्ति के रूप में जिसने पेशेवर रूप से मानसिक बीमारियों का निदान किया है, मुझे यह अपमानजनक और घृणित लगता है कि इससे लाभ कमाया जा सकता है। मजाक बनाना मेरे लिए एक अलग कहानी है, हालांकि, मैं मजाक का सामना करने में मदद करने के लिए मजाक बनाता हूं लेकिन मजाक करने और अपमानजनक होने के बीच एक रेखा है।"
Hindi,"ANYONE who believes in religion blindly lacks the ability to critically think. Do you really want to follow rules made by people who can not critically think? Believe in your god, but have your own values.",0,"जो कोई भी आंख मूंदकर धर्म में विश्वास करता है, उसमें गंभीर रूप से सोचने की क्षमता नहीं होती है। क्या आप वास्तव में उन लोगों द्वारा बनाए गए नियमों का पालन करना चाहते हैं जो गंभीर रूप से नहीं सोच सकते हैं? अपने भगवान पर विश्वास करो, लेकिन अपने मूल्य रखो।"
Hindi,And that's how black people can be peaceful,0,और इसी तरह काले लोग शांतिपूर्ण हो सकते हैं
Hindi,"All people are brothers and sisters in humanity, religions separate the people unfortunately",0,"मानवता में सभी लोग भाई-बहन हैं, धर्म लोगों को दुर्भाग्य से अलग करते हैं"
Hindi,"After using them as slaves for 100s of years and stealing their all natural resources ,now europe doesn't need them let them die .",0,"100 वर्षों तक उन्हें गुलाम के रूप में उपयोग करने और उनके सभी प्राकृतिक संसाधनों को चुराने के बाद, अब यूरोप को उनकी आवश्यकता नहीं है, उन्हें मरने दो।"
Hindi,Aaah its the mother's fault you guys dont know how hard to take care of autistic kids huh?,0,आह यह माँ की गलती है तुम लोग नहीं जानते कि ऑटिस्टिक बच्चों की देखभाल करना कितना मुश्किल है?
Hindi,I'm not a Jewish enemy.,0,मैं यहूदी दुश्मन नहीं हूं।
Hindi,sons of bitches,0,कुतिया के बेटे
Hindi,how about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit i cant stand fake fucking cowards who lie constantly and too much of a bitch to be honest,0,कैसा रहेगा जब आप अपनी नकली चुदाई के साथ वास्तविक हों और सच कहें कि सामान्य दिमाग वाले समाज में आपके साथ भेदभाव किया जा रहा है सुअर की गंदगी के टुकड़े मैं नकली कमबख्त कायरों को खड़ा नहीं कर सकता जो लगातार झूठ बोलते हैं और ईमानदार होने के लिए बहुत अधिक कुतिया हैं
Hindi,Who was responsible for convincing these girls they were so pretty?,0,इन लड़कियों को यह विश्वास दिलाने के लिए कौन जिम्मेदार था कि वे इतनी सुंदर हैं?
Hindi,Go fucking kill yourself and die already useless ugly pile of shit scumbag,0,कमबख्त जाओ अपने आप को मार डालो और मरो पहले से ही बेकार बकवास बदमाश का बदसूरत ढेर
Hindi,they are all fucking assholes,0,वे सब कमबख्त गधे हैं
Hindi,incoming racist people,0,आने वाले जातिवादी लोग
Hindi,during war discrimination is a military necessitywhen korematsus case reached the supreme court in october 1944 the attorneys for the government pointed to the constitutional war powers of congress and the president the government argued that the military must take all steps necessary to wage war successfully in the view of president roosevelt the war department and general dewitt the internment of all japanese issei and nisei was a military necessityand assuming we were at war with isis then rounding up isis would not be raciston december 18 1944 the supreme court decided 63 to uphold the conviction of korematsu the majority ruled only on his refusal to leave a prohibited military area and did not consider the constitutionality of the relocation camps justice hugo black writing for the majority fully accepted the views of general dewitt justice black also said that korematsu had not been forced from his home because of his race but because of the military urgency of the situation,0,"युद्ध के दौरान भेदभाव एक सैन्य आवश्यकता है जब कोरेमात्सु का मामला अक्टूबर 1944 में सर्वोच्च न्यायालय में पहुंचा, सरकार के वकीलों ने कांग्रेस और राष्ट्रपति की संवैधानिक युद्ध शक्तियों की ओर इशारा किया, सरकार ने तर्क दिया कि सेना को सफलतापूर्वक युद्ध छेड़ने के लिए सभी आवश्यक कदम उठाने चाहिए। राष्ट्रपति रूजवेल्ट के युद्ध विभाग और जनरल डेविट ने सभी जापानी इस्सेई और निस्सी की नजरबंदी एक सैन्य आवश्यकता थी और यह मानते हुए कि हम आइसिस के साथ युद्ध में थे, तो आइसिस को घेरना रेसिस्टन नहीं होगा दिसंबर 18 1944 सर्वोच्च न्यायालय ने कोरेमात्सु की सजा को बरकरार रखने के लिए 63 का फैसला किया बहुमत ने केवल एक प्रतिबंधित सैन्य क्षेत्र छोड़ने से इनकार करने पर फैसला सुनाया और पुनर्वास शिविरों की संवैधानिकता पर विचार नहीं किया बहुमत के लिए जस्टिस ह्यूगो ब्लैक ने जनरल डेविट जस्टिस ब्लैक के विचारों को पूरी तरह से स्वीकार किया, यह भी कहा कि कोरेमात्सु को अपने घर से मजबूर नहीं किया गया था उसकी जाति के कारण लेकिन स्थिति की सैन्य तात्कालिकता के कारण"
Hindi,Drink Bleach.,0,ब्लीच पिएं।
Hindi,ive been trying to figure out which common american voter is more uniformed republican or democrat for years democrats do any of you have the slightest clue that obama has deported more mexicans than any other president in history,0,"मैं यह पता लगाने की कोशिश कर रहा हूं कि कौन सा आम अमेरिकी मतदाता वर्षों से अधिक वर्दीधारी रिपब्लिकन या डेमोक्रेट है, क्या आप में से किसी के पास थोड़ा सा सुराग है कि ओबामा ने इतिहास में किसी भी अन्य राष्ट्रपति की तुलना में अधिक मेक्सिकन लोगों को निर्वासित किया है"
Hindi,if they hide in the engine they would get killedthat is a stupid way they can smuggle into another country,0,"यदि वे इंजन में छिप जाते हैं तो वे मारे जाएंगे, यह एक बेवकूफी भरा तरीका है जिससे वे दूसरे देश में तस्करी कर सकते हैं"
Hindi,jon snow the king in the north thank you for uploading this i have one small complaint he is only talking about deporting illegal immigrants not immigrants in general your title might mislead the less informed,0,"जॉन स्नो द किंग इन द नॉर्थ, इसे अपलोड करने के लिए धन्यवाद, मेरे पास एक छोटी सी शिकायत है, वह केवल अवैध अप्रवासियों को निर्वासित करने की बात कर रहा है, सामान्य रूप से अप्रवासी नहीं, आपका शीर्षक कम जानकारों को भ्रमित कर सकता है"
Hindi,"Your life isn't that wonderful. That room tells me that you're clearly an alcoholic, and you drink shit beer. Maybe stop wasting your money on shit like that Apple watch, and you could afford some clothes that dont come from Walmart, and get someone other than your mom to cut your hair.",0,"आपका जीवन इतना अद्भुत नहीं है। वह कमरा मुझे बताता है कि तुम स्पष्ट रूप से एक शराबी हो, और तुम बकवास बियर पीते हो। हो सकता है कि उस एप्पल घड़ी जैसी चीजों पर अपना पैसा बर्बाद करना बंद करें, और आप कुछ ऐसे कपड़े खरीद सकते हैं जो वॉलमार्ट से नहीं आते हैं, और अपनी माँ के अलावा किसी और से अपने बाल कटवा सकते हैं।"
Hindi,You make me wanna hit the gym. Thicker than a damn snicker dammit!,0,आप मुझे जिम हिट करना चाहते हैं। लानत से भी ज्यादा मोटी हंसी!
Hindi,only people to come in must be able to contribute to society not a drain on us must be able to support themselves with a trade we do not need people living off the rest of us,0,"आने वाले लोगों को ही समाज में योगदान करने में सक्षम होना चाहिए, न कि हम पर एक नाली को एक व्यापार के साथ खुद का समर्थन करने में सक्षम होना चाहिए, हमें बाकी लोगों से दूर रहने वाले लोगों की आवश्यकता नहीं है"
Hindi,You should use your time to arrest murderers not little kids,0,आपको अपने समय का उपयोग हत्यारों को गिरफ्तार करने में करना चाहिए न कि छोटे बच्चों को
Hindi,you should talk with people of different races from different countries,0,आपको अलग-अलग देशों के अलग-अलग जातियों के लोगों से बात करनी चाहिए
Hindi,You look like you kill bees for fun,0,ऐसा लगता है कि आप मज़े के लिए मधुमक्खियों को मार रहे हैं
Hindi,You look like Harry Potter if he stayed under the stairs,0,अगर वह सीढ़ियों के नीचे रहता है तो आप हैरी पॉटर की तरह दिखते हैं
Hindi,"You look kinda dead inside, you parents must not haved loved you. ",0,"तुम अंदर से थोड़े मरे हुए लगते हो, तुम्हारे माता-पिता ने तुम्हें प्यार नहीं किया होगा।"
Hindi,You have the grace and composure of a rabid hyena,0,आपके पास एक पागल हाइना की कृपा और संयम है
Hindi,You deserve way more subscribers . The shit you say is fucking gold.,0,आप और अधिक सब्सक्राइबर के पात्र हैं। आप जो बकवास कहते हैं वह सोना है।
Hindi,You can see the country is fertile and green.  just need the right governance,0,आप देख सकते हैं देश सुर्ख और हरा है। बस सही शासन की जरूरत है।
Hindi,"you are a great brother to abbie, that family is changing the world! ",0,"आप अबी के लिए एक महान भाई हैं, वह परिवार दुनिया को बदल रहा है!"
Hindi,You are a brave man.........for letting them keep the comments enabled,0,आप एक साहसी आदमी हैं... कि आपने उन्हें टिप्पणियों को सक्षम रखने दिया है।
Hindi,You all should listen to Bill Warner PhD.....Foremost expert on Islam,0,"आप सभी को Bill Warner, डॉ. पर ध्यान देना चाहिए... इस्लाम पर अग्रणी विशेषज्ञ।"
Hindi,"WTF this teacher should be expelled. That's no way to treat a disabled kid, specially an autistic one!",0,"यह शिक्षक निष्कासित किया जाना चाहिए। एक विकलांग बच्चे, विशेष रूप से एक ऑटिस्टिक बच्चे के साथ ऐसा व्यवहार करना उचित नहीं है!"
Hindi,Wtf I thought you had only one sibling,0,वाह! मुझे लगा कि आपके पास केवल एक भाई है।
Hindi,Wow. For some reason I clicked on this. I couldn' make it through 30 seconds.,0,वाह! किसी कारण से मैंने इसे क्लिक किया। मैंने सिर्फ 30 सेकंड तक देखा नहीं सका।
Hindi,Wow why are these comments soo cruel and people muslims are like other religions and we should respect it!  WE NEED RIGHTS FOR MUSLIMS!!!!,0,"वाह, इन टिप्पणियों की इतनी क्रूरता क्यों है, और मुस्लिम लोग दूसरे धर्मों की तरह हैं और हमें उसका सम्मान करना चाहिए! हमें मुस्लिमों के लिए अधिकार चाहिए!!!!"
Hindi,Wow this voice and reading is the best thing in my life!!!!,0,"वाह, यह आवाज और पठन मेरे जीवन की सबसे अच्छी चीज है!!!!"
Hindi,Women are equally as strong as men.    They should be able to defend themselves.,0,महिलाएं पुरुषों के साथ समान रूप से मजबूत हैं। वे खुद को सुरक्षित करने की क्षमता रखना चाहिए।
Hindi,Why the fuck would you ask Trump?,0,"मुझसे माफ़ी चाहता हूँ, लेकिन मैं त्रंप से सवाल नहीं पूछता।"
Hindi,"why is it censored, why does todays generation get butt hurf and offended so easily, if u dont like it, keep walking then! this use to be a free country but its going down the toilet now.",0,"इसे सेंसर क्यों किया जाता है, आज की पीढ़ी इतनी आसानी से बट हरफ और नाराज क्यों हो जाती है, अगर आपको यह पसंद नहीं है, तो चलते रहें! यह एक आज़ाद देश हुआ करता था लेकिन अब यह शौचालय में जा रहा है।"
Hindi,Why don't they have their own games?,0,वे अपने खुद के खेल क्यों नहीं रखते?
Hindi,why am i watching this,0,मैं इसे क्यों देख रहा हूँ?
Hindi,Who gives a damn we have the ability an the freedom to b whoever the fuck we want to b,0,किसे परवाह है? हमारे पास यह क्षमता और स्वतंत्रता है कि हम किसी भी चीज़ के रूप में बनना चाहें।
Hindi,Who ever disliked this video should be ashamed of them selfs,0,"जो भी इस वीडियो को नापसंद किया हो, उन्हें शर्म आनी चाहिए।"
Hindi,White chocolate and raspberry :),0,सफेद चॉकलेट और रसभरी
Hindi,When your squad is complete shit in PUBG,0,जब आपकी स्क्वाड पबजी में पूरी तरह से खराब हो
Hindi,When you find out he has a girlfriend,0,जब आप पता चलता है कि उसकी एक गर्लफ्रेंड है
Hindi,When u two getting married? Kid in mind?,0,तुम दोनों शादी कब कर रहे हो? बच्चा की सोच है क्या?
Hindi,When she said ' You complete me' I lost my shit.,0,"जब उसने कहा 'तुम मेरा पूरा कर देते हो', मेरा बहुत गुस्सा आ गया।"
Hindi,When pain is a relief then something must be wrong,0,"जब दर्द सुकून बन जाता है, तो कुछ गड़बड़ होनी चाहिए।"
Hindi,When lift your arms do your ‚Äúboobs‚Äù go away? They look like mosquito bites and I feel like you were trying for the ‚Äòhot librarian' look but ended up with the ‚Äòold librarian' look.,0,जब आप अपनी बाहों को उठाते हैं तो क्या आपके स्तन दूर हो जाते हैं? वे मच्छर के काटने की तरह दिखते हैं और मुझे लगता है कि आप हॉट लाइब्रेरियन के लुक के लिए कोशिश कर रहे थे लेकिन पुराने लाइब्रेरियन के लुक के साथ समाप्त हो गए।
Hindi,"When I was a kid I was never rough with girls. However, I was scratched, bitten and pushed by girls. I still have a small scar from one such incident.",0,"जब मैं बच्चा था, मैं कभी लड़कियों के साथ कठोर नहीं था। हालांकि, मुझे लड़कियों द्वारा खरोंचा और काटा गया और मुझे धक्का दिया गया। मेरे पास एक ऐसी घटना से छोटी सी चोट है अभी भी।"
Hindi,"When are people going to stop asking, “Why are they only coming out &amp saying something now?”    If you have not been sexually,( mentally & emotionally) abused as a child, by an adult You are not going to understand their reasons. If they tell you why, LISTEN!!  Stop asking “Why now?”   One reason victims don't come forward when YOU THINK they should, is bc no one will believe them. Not all cases, a lot of use are like that though. All situations are different with different types of people involved, We all have our reasons. If you're not going to listen, stop asking. You're choosing to be ignorant. Being sexually abused & ALL that comes with it, psychological abuse etc. Forever changes you, You're forever damaged & it can never be undone. Instead of looking at victims as a group, look at them & their story as their own. They're not all the same, & we will not all do the same thing after the damage has been done.",0,"लोग कब यह पूछना छोड़ेंगे, ""वे अब क्यों बाहर आ रहे हैं और कुछ कह रहे हैं?"" अगर आप एक बचपन में यौन (मानसिक और भावनात्मक) रूप से अत्याचार के शिकार हों नहीं हो, तो आप उनके कारणों को समझने में सक्षम नहीं होंगे। अगर वे आपको बताते हैं कि क्यों, तो सुनें! ""अब क्यों?"" पूछना बंद करें। यह भी एक कारण है कि पीड़ितों कब आगे नहीं आते, जब आपको लगता है कि वे कर सकते हैं, क्योंकि कोई उन्हें विश्वास नहीं करेगा। सभी मामलों में अलग-अलग होते हैं और अलग-अलग प्रकार के लोग शामिल होते हैं, हम सभी के अपने कारण होते हैं। अगर आप सुनने का इरादा नहीं कर रहे हैं, तो पूछना बंद करें। आप ज्ञानहीन होने का चयन कर रहे हैं। यौन शोषण और इसके साथ आने वाले सभी पहलुओं, मनोवैज्ञानिक शोषण आदि आपको सदैव बदल देता है, आप हमेशा के लिए क्षतिग्रस्त हो जाते हैं और यह कभी भी पूरा नहीं हो सकता। पीड़ितों को एक सम

ूह के रूप में नहीं, अपितु उन्हें और उनकी कहानी को उनका खुद का मानें। वे सभी एक जैसे नहीं हैं, और हम सभी पीड़ितों के बाद होने वाले कार्य को नहीं करेंगे।"
